,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other
1786,"Stanton County, Nebraska",6020.0,5910.0,119.0,7.0,24.0,0.0,17.0
1787,"Valley County, Nebraska",4252.0,4218.0,42.0,17.0,11.0,0.0,2.0
1788,"Wheeler County, Nebraska",846.0,839.0,0.0,2.0,1.0,0.0,6.0
1789,"Harlan County, Nebraska",3469.0,3361.0,33.0,42.0,23.0,1.0,46.0
1790,"York County, Nebraska",13832.0,13385.0,274.0,192.0,137.0,0.0,170.0
1791,"Blaine County, Nebraska",502.0,492.0,0.0,0.0,3.0,7.0,0.0
1792,"Buffalo County, Nebraska",48834.0,46396.0,808.0,428.0,933.0,33.0,1259.0
1793,"Colfax County, Nebraska",10616.0,9572.0,337.0,270.0,102.0,29.0,626.0
1794,"Deuel County, Nebraska",1901.0,1852.0,1.0,42.0,13.0,0.0,23.0
1795,"Hitchcock County, Nebraska",2860.0,2847.0,12.0,6.0,0.0,0.0,4.0
1796,"Logan County, Nebraska",919.0,901.0,6.0,21.0,0.0,0.0,12.0
1797,"Platte County, Nebraska",32875.0,31749.0,297.0,201.0,318.0,4.0,697.0
1798,"Polk County, Nebraska",5244.0,5165.0,24.0,82.0,6.0,0.0,40.0
1799,"Thayer County, Nebraska",5133.0,5091.0,14.0,82.0,8.0,8.0,20.0
1800,"Box Butte County, Nebraska",11200.0,10586.0,246.0,433.0,69.0,31.0,179.0
1801,"Brown County, Nebraska",3058.0,3039.0,10.0,46.0,19.0,0.0,10.0
1802,"Adams County, Nebraska",31564.0,29972.0,480.0,353.0,534.0,60.0,815.0
1803,"Sheridan County, Nebraska",5241.0,4622.0,65.0,761.0,49.0,2.0,35.0
1804,"Lancaster County, Nebraska",306357.0,273743.0,16545.0,4350.0,15345.0,578.0,5954.0
1805,"Boone County, Nebraska",5357.0,5309.0,42.0,11.0,19.0,7.0,7.0
1806,"Nuckolls County, Nebraska",4318.0,4245.0,11.0,18.0,55.0,0.0,7.0
1807,"Rock County, Nebraska",1381.0,1369.0,4.0,16.0,0.0,0.0,8.0
1808,"Banner County, Nebraska",728.0,718.0,13.0,7.0,4.0,0.0,2.0
1809,"Frontier County, Nebraska",2624.0,2601.0,14.0,30.0,26.0,0.0,1.0
1810,"Sherman County, Nebraska",3048.0,3006.0,0.0,6.0,17.0,3.0,24.0
1811,"Douglas County, Nebraska",549706.0,453293.0,69976.0,7716.0,22936.0,940.0,12819.0
1812,"Richardson County, Nebraska",8045.0,7780.0,18.0,493.0,15.0,0.0,14.0
1813,"Howard County, Nebraska",6385.0,6281.0,65.0,37.0,7.0,10.0,90.0
1814,"Holt County, Nebraska",10293.0,10089.0,24.0,81.0,66.0,10.0,101.0
1815,"Furnas County, Nebraska",4814.0,4733.0,51.0,29.0,22.0,18.0,43.0
1816,"Gosper County, Nebraska",2019.0,2000.0,1.0,18.0,18.0,0.0,5.0
1817,"Saline County, Nebraska",14325.0,13152.0,174.0,113.0,476.0,19.0,651.0
1818,"Sarpy County, Nebraska",175188.0,160164.0,9696.0,1987.0,6025.0,498.0,2880.0
1819,"Thurston County, Nebraska",7055.0,2872.0,90.0,4134.0,58.0,0.0,51.0
1820,"Washington County, Nebraska",20414.0,19953.0,373.0,119.0,123.0,0.0,120.0
1821,"Boyd County, Nebraska",2049.0,1985.0,15.0,44.0,28.0,0.0,5.0
1822,"Cherry County, Nebraska",5792.0,5509.0,12.0,452.0,43.0,48.0,1.0
1823,"Dodge County, Nebraska",36576.0,35056.0,579.0,608.0,302.0,63.0,590.0
1824,"Fillmore County, Nebraska",5603.0,5499.0,63.0,68.0,14.0,5.0,34.0
1825,"Cheshire County, New Hampshire",76109.0,74021.0,960.0,731.0,1421.0,43.0,559.0
1826,"Merrimack County, New Hampshire",147958.0,142642.0,2659.0,1365.0,3629.0,17.0,640.0
1827,"Grafton County, New Hampshire",89280.0,84389.0,1511.0,1004.0,3780.0,94.0,343.0
1828,"Rockingham County, New Hampshire",302479.0,292027.0,3831.0,1865.0,7467.0,234.0,2115.0
1829,"Belknap County, New Hampshire",60383.0,59237.0,583.0,481.0,822.0,77.0,126.0
1830,"Sullivan County, New Hampshire",43073.0,42285.0,488.0,574.0,398.0,89.0,63.0
1831,"Hillsborough County, New Hampshire",406371.0,375829.0,13801.0,2803.0,18406.0,581.0,4820.0
1832,"Strafford County, New Hampshire",126552.0,120503.0,2236.0,1296.0,5133.0,74.0,709.0
1833,"Coos County, New Hampshire",32119.0,30835.0,888.0,393.0,266.0,67.0,227.0
1834,"Carroll County, New Hampshire",47524.0,46905.0,338.0,454.0,416.0,8.0,95.0
1835,"Churchill County, Nevada",24022.0,21178.0,774.0,1417.0,1037.0,171.0,519.0
1836,"Douglas County, Nevada",47632.0,43183.0,554.0,1375.0,1492.0,532.0,2166.0
1837,"Lander County, Nevada",5887.0,5297.0,3.0,482.0,3.0,29.0,141.0
1838,"Pershing County, Nevada",6661.0,5632.0,364.0,288.0,106.0,50.0,354.0
1839,"Esmeralda County, Nevada",1102.0,1000.0,10.0,33.0,0.0,0.0,68.0
1840,"Eureka County, Nevada",1728.0,1697.0,2.0,29.0,0.0,0.0,0.0
1841,"Humboldt County, Nevada",17088.0,15471.0,232.0,919.0,193.0,38.0,681.0
1842,"Mineral County, Nevada",4471.0,2928.0,64.0,1316.0,241.0,0.0,121.0
1843,"White Pine County, Nevada",9858.0,8549.0,498.0,664.0,83.0,17.0,131.0
1844,"Elko County, Nevada",52377.0,46676.0,966.0,3124.0,800.0,133.0,1656.0
1845,"Lincoln County, Nevada",5203.0,4564.0,182.0,185.0,74.0,3.0,240.0
1846,"Nye County, Nevada",43296.0,36922.0,1593.0,1154.0,1009.0,266.0,3517.0
1847,"Storey County, Nevada",3891.0,3700.0,30.0,93.0,132.0,20.0,17.0
1848,"Washoe County, Nevada",445551.0,371375.0,14552.0,12073.0,32204.0,5574.0,30586.0
1849,"Clark County, Nevada",2112436.0,1384268.0,275403.0,31806.0,251853.0,31546.0,256343.0
1850,"Carson City, Nevada",54219.0,45419.0,1339.0,2020.0,1958.0,192.0,5260.0
1851,"Lyon County, Nevada",52303.0,46841.0,1044.0,2268.0,1045.0,426.0,2966.0
1852,"Monmouth County, New Jersey",627551.0,525387.0,51600.0,3427.0,38503.0,852.0,21278.0
1853,"Mercer County, New Jersey",373362.0,243228.0,79769.0,1782.0,43195.0,692.0,13199.0
1854,"Sussex County, New Jersey",143570.0,135475.0,3666.0,674.0,3804.0,99.0,2210.0
1855,"Cumberland County, New Jersey",154952.0,107478.0,34657.0,3259.0,3148.0,148.0,14191.0
1856,"Somerset County, New Jersey",333316.0,230989.0,34385.0,1748.0,60447.0,87.0,13078.0
1857,"Essex County, New Jersey",800401.0,353015.0,331808.0,5058.0,46649.0,1263.0,85172.0
1858,"Ocean County, New Jersey",589699.0,546475.0,22640.0,2876.0,13790.0,397.0,13612.0
1859,"Atlantic County, New Jersey",272926.0,188866.0,47229.0,2281.0,25368.0,1013.0,18472.0
1860,"Gloucester County, New Jersey",291372.0,244284.0,34526.0,1648.0,10941.0,358.0,8204.0
1861,"Middlesex County, New Jersey",837288.0,511136.0,91769.0,4801.0,210090.0,1188.0,39812.0
1862,"Salem County, New Jersey",63776.0,53116.0,9757.0,501.0,874.0,11.0,1463.0
1863,"Passaic County, New Jersey",510563.0,333036.0,69658.0,5256.0,31255.0,648.0,89074.0
1864,"Cape May County, New Jersey",94549.0,87743.0,5119.0,458.0,1292.0,190.0,1496.0
1865,"Camden County, New Jersey",510996.0,334576.0,109340.0,4584.0,32992.0,523.0,46225.0
1866,"Bergen County, New Jersey",937920.0,682177.0,65355.0,4401.0,162529.0,1013.0,46254.0
1867,"Union County, New Jersey",557320.0,326531.0,124780.0,3427.0,31954.0,652.0,84951.0
1868,"Warren County, New Jersey",107088.0,97089.0,5328.0,578.0,3757.0,76.0,2013.0
1869,"Hudson County, New Jersey",679756.0,393494.0,94057.0,5542.0,110255.0,1152.0,99315.0
1870,"Hunterdon County, New Jersey",125717.0,115570.0,3773.0,520.0,5840.0,193.0,1637.0
1871,"Burlington County, New Jersey",449192.0,339912.0,84373.0,5534.0,27816.0,929.0,12060.0
1872,"Morris County, New Jersey",498847.0,415434.0,19503.0,2173.0,55833.0,579.0,16597.0
1873,"San Juan County, New Mexico",128221.0,70204.0,1530.0,52448.0,1124.0,226.0,6719.0
1874,"Quay County, New Mexico",8447.0,7627.0,228.0,159.0,113.0,26.0,574.0
1875,"Lincoln County, New Mexico",19497.0,18234.0,184.0,656.0,180.0,40.0,743.0
1876,"Chaves County, New Mexico",65454.0,55704.0,1405.0,1570.0,844.0,43.0,7700.0
1877,"Lea County, New Mexico",69505.0,62616.0,3408.0,1150.0,139.0,59.0,3825.0
1878,"Santa Fe County, New Mexico",147514.0,125773.0,1894.0,6719.0,2664.0,189.0,14462.0
1879,"Union County, New Mexico",4216.0,3671.0,64.0,222.0,11.0,0.0,403.0
1880,"Sierra County, New Mexico",11254.0,10653.0,124.0,415.0,87.0,0.0,293.0
1881,"Socorro County, New Mexico",17098.0,14024.0,55.0,2097.0,944.0,0.0,842.0
1882,"Roosevelt County, New Mexico",19313.0,14713.0,697.0,426.0,226.0,32.0,4044.0
1883,"Los Alamos County, New Mexico",18031.0,16204.0,143.0,332.0,1462.0,84.0,584.0
1884,"Rio Arriba County, New Mexico",39455.0,22715.0,438.0,6813.0,225.0,16.0,10285.0
1885,"San Miguel County, New Mexico",28203.0,15061.0,609.0,716.0,375.0,56.0,12415.0
1886,"Otero County, New Mexico",65130.0,53122.0,3050.0,5096.0,1360.0,151.0,4959.0
1887,"Valencia County, New Mexico",75845.0,63174.0,1193.0,4236.0,968.0,111.0,8645.0
1888,"Torrance County, New Mexico",15534.0,14740.0,347.0,612.0,139.0,0.0,390.0
1889,"Bernalillo County, New Mexico",674855.0,520137.0,26060.0,40012.0,26693.0,1383.0,90318.0
1890,"Cibola County, New Mexico",27049.0,12795.0,445.0,11671.0,184.0,37.0,2571.0
1891,"De Baca County, New Mexico",2016.0,1607.0,35.0,0.0,5.0,0.0,479.0
1892,"Guadalupe County, New Mexico",4426.0,3861.0,76.0,89.0,93.0,0.0,465.0
1893,"Catron County, New Mexico",3547.0,3485.0,9.0,14.0,12.0,0.0,39.0
1894,"Hidalgo County, New Mexico",4446.0,4280.0,78.0,55.0,0.0,0.0,137.0
1895,"Luna County, New Mexico",24319.0,22585.0,329.0,378.0,203.0,9.0,1181.0
1896,"McKinley County, New Mexico",72849.0,13948.0,820.0,57270.0,792.0,67.0,2636.0
1897,"Sandoval County, New Mexico",138815.0,102309.0,4003.0,19746.0,3605.0,428.0,15327.0
1898,"Taos County, New Mexico",32809.0,27428.0,355.0,2635.0,189.0,43.0,2870.0
1899,"Grant County, New Mexico",28382.0,27022.0,315.0,706.0,440.0,8.0,556.0
1900,"Curry County, New Mexico",50283.0,35715.0,4079.0,949.0,1076.0,138.0,10515.0
1901,"Colfax County, New Mexico",12522.0,11387.0,110.0,449.0,105.0,15.0,847.0
1902,"Eddy County, New Mexico",56793.0,52530.0,991.0,1038.0,518.0,65.0,2351.0
1903,"Harding County, New Mexico",546.0,535.0,0.0,1.0,0.0,1.0,36.0
1904,"Mora County, New Mexico",4605.0,2669.0,3.0,3.0,0.0,0.0,1987.0
1905,"Schoharie County, New York",31611.0,30657.0,638.0,252.0,337.0,35.0,126.0
1906,"Bronx County, New York",1455846.0,335810.0,522027.0,19413.0,62550.0,3656.0,569272.0
1907,"Onondaga County, New York",467669.0,387568.0,61664.0,7269.0,21311.0,658.0,6712.0
1908,"Fulton County, New York",53955.0,51913.0,1447.0,359.0,533.0,18.0,514.0
1909,"Clinton County, New York",81224.0,75050.0,3867.0,656.0,1410.0,52.0,1407.0
1910,"Seneca County, New York",34843.0,32527.0,2101.0,322.0,330.0,12.0,210.0
1911,"Rensselaer County, New York",159800.0,143428.0,14095.0,1476.0,5165.0,143.0,1794.0
1912,"Putnam County, New York",99464.0,90583.0,3695.0,744.0,3132.0,62.0,3999.0
1913,"Franklin County, New York",51054.0,42955.0,3235.0,3939.0,489.0,191.0,1287.0
1914,"Herkimer County, New York",62943.0,61206.0,1248.0,370.0,544.0,91.0,385.0
1915,"Ontario County, New York",109491.0,102980.0,3439.0,932.0,1841.0,240.0,1901.0
1916,"Queens County, New York",2339280.0,979514.0,458104.0,22293.0,625155.0,6625.0,333025.0
1917,"Steuben County, New York",97539.0,93961.0,2218.0,713.0,1679.0,15.0,428.0
1918,"Hamilton County, New York",4646.0,4549.0,121.0,48.0,3.0,12.0,13.0
1919,"Washington County, New York",62183.0,59194.0,2567.0,436.0,446.0,105.0,502.0
1920,"Chautauqua County, New York",130846.0,123737.0,4842.0,1306.0,1156.0,56.0,2438.0
1921,"Kings County, New York",2635121.0,1192043.0,902564.0,20962.0,343426.0,3364.0,249335.0
1922,"New York County, New York",1653877.0,987440.0,282623.0,22488.0,221948.0,2927.0,216228.0
1923,"Tioga County, New York",49322.0,48460.0,698.0,374.0,522.0,12.0,173.0
1924,"Cayuga County, New York",78319.0,73819.0,4224.0,766.0,654.0,0.0,830.0
1925,"Orleans County, New York",41584.0,37909.0,2982.0,456.0,357.0,47.0,736.0
1926,"Saratoga County, New York",226632.0,214204.0,5590.0,1171.0,7731.0,252.0,1337.0
1927,"Rockland County, New York",325027.0,236543.0,44118.0,2210.0,22851.0,354.0,27977.0
1928,"Columbia County, New York",61481.0,56742.0,3705.0,492.0,1432.0,48.0,953.0
1929,"Lewis County, New York",26845.0,26250.0,342.0,168.0,160.0,23.0,247.0
1930,"Niagara County, New York",212675.0,190910.0,18085.0,3601.0,3057.0,372.0,1972.0
1931,"Westchester County, New York",975321.0,660332.0,156234.0,8201.0,67009.0,1054.0,113257.0
1932,"Delaware County, New York",45950.0,44236.0,1107.0,289.0,575.0,46.0,408.0
1933,"Essex County, New York",38233.0,36219.0,1336.0,527.0,220.0,21.0,746.0
1934,"Montgomery County, New York",49500.0,45269.0,1902.0,351.0,609.0,19.0,3246.0
1935,"Nassau County, New York",1363069.0,974677.0,177060.0,14597.0,136144.0,1172.0,111941.0
1936,"Richmond County, New York",475948.0,364623.0,54922.0,3117.0,44259.0,770.0,20444.0
1937,"St. Lawrence County, New York",110817.0,104937.0,3255.0,1628.0,1678.0,130.0,1351.0
1938,"Schuyler County, New York",18112.0,17718.0,328.0,120.0,138.0,0.0,43.0
1939,"Tompkins County, New York",104415.0,87671.0,5712.0,1025.0,12636.0,239.0,1515.0
1940,"Warren County, New York",64701.0,62874.0,1204.0,468.0,725.0,47.0,251.0
1941,"Chenango County, New York",48763.0,47711.0,687.0,500.0,437.0,84.0,326.0
1942,"Cortland County, New York",48334.0,46708.0,1315.0,293.0,706.0,12.0,281.0
1943,"Dutchess County, New York",295685.0,239696.0,36219.0,3076.0,13502.0,451.0,12589.0
1944,"Jefferson County, New York",116567.0,104601.0,9403.0,1873.0,2772.0,599.0,2409.0
1945,"Monroe County, New York",748680.0,586143.0,127512.0,8180.0,33073.0,904.0,17185.0
1946,"Oneida County, New York",232324.0,203928.0,18248.0,1657.0,10417.0,160.0,4055.0
1947,"Suffolk County, New York",1497595.0,1235988.0,132794.0,16812.0,68218.0,1248.0,87489.0
1948,"Ulster County, New York",180129.0,160235.0,14575.0,2892.0,4757.0,206.0,5479.0
1949,"Wyoming County, New York",40886.0,38077.0,2531.0,232.0,257.0,14.0,370.0
1950,"Chemung County, New York",86883.0,79307.0,7290.0,738.0,1677.0,25.0,648.0
1951,"Livingston County, New York",64373.0,61033.0,2110.0,521.0,1208.0,58.0,607.0
1952,"Oswego County, New York",119833.0,116703.0,1890.0,1196.0,1272.0,122.0,955.0
1953,"Otsego County, New York",60750.0,57908.0,1745.0,446.0,1151.0,16.0,766.0
1954,"Greene County, New York",47791.0,43624.0,3261.0,440.0,678.0,5.0,682.0
1955,"Wayne County, New York",91442.0,86919.0,3631.0,618.0,899.0,185.0,1182.0
1956,"Albany County, New York",308580.0,244384.0,45448.0,2640.0,22361.0,501.0,5670.0
1957,"Allegany County, New York",47400.0,45749.0,887.0,268.0,778.0,53.0,261.0
1958,"Broome County, New York",196124.0,173871.0,14222.0,1524.0,9832.0,129.0,2287.0
1959,"Cattaraugus County, New York",78175.0,73445.0,1884.0,3111.0,822.0,2.0,550.0
1960,"Erie County, New York",923995.0,739426.0,136053.0,9394.0,36909.0,751.0,24707.0
1961,"Madison County, New York",71760.0,68991.0,1867.0,672.0,878.0,88.0,331.0
1962,"Schenectady County, New York",155239.0,124599.0,19158.0,1465.0,8565.0,449.0,6699.0
1963,"Sullivan County, New York",75783.0,63961.0,8505.0,1067.0,1523.0,13.0,3610.0
1964,"Genesee County, New York",58537.0,55186.0,2269.0,886.0,577.0,23.0,898.0
1965,"Yates County, New York",25083.0,24436.0,394.0,174.0,200.0,2.0,190.0
1966,"Orange County, New York",378174.0,290813.0,46853.0,3269.0,12437.0,891.0,37750.0
1967,"Scotland County, North Carolina",35445.0,16585.0,14169.0,4618.0,386.0,27.0,662.0
1968,"Watauga County, North Carolina",53421.0,51228.0,1154.0,547.0,812.0,68.0,861.0
1969,"Halifax County, North Carolina",52300.0,21600.0,28317.0,2574.0,604.0,51.0,361.0
1970,"Alamance County, North Carolina",157844.0,114758.0,32502.0,1914.0,2782.0,129.0,10311.0
1971,"Tyrrell County, North Carolina",4090.0,2353.0,1555.0,65.0,16.0,0.0,201.0
1972,"Greene County, North Carolina",21059.0,12782.0,7907.0,220.0,122.0,8.0,687.0
1973,"Haywood County, North Carolina",59854.0,58063.0,860.0,664.0,366.0,63.0,643.0
1974,"Mitchell County, North Carolina",15155.0,14810.0,161.0,116.0,140.0,41.0,138.0
1975,"Chowan County, North Carolina",14370.0,9154.0,5061.0,183.0,25.0,2.0,170.0
1976,"Alleghany County, North Carolina",10935.0,10117.0,324.0,231.0,31.0,7.0,333.0
1977,"Caldwell County, North Carolina",81805.0,73783.0,4518.0,515.0,630.0,55.0,3228.0
1978,"Catawba County, North Carolina",156182.0,126304.0,15150.0,1112.0,6858.0,189.0,10261.0
1979,"Cleveland County, North Carolina",97038.0,74359.0,21199.0,560.0,1140.0,19.0,1278.0
1980,"Craven County, North Carolina",103374.0,74789.0,23809.0,1534.0,3664.0,220.0,2343.0
1981,"Edgecombe County, North Carolina",54032.0,21650.0,31618.0,260.0,174.0,28.0,1369.0
1982,"Granville County, North Carolina",58503.0,37823.0,19740.0,816.0,492.0,136.0,2209.0
1983,"Harnett County, North Carolina",128753.0,91023.0,29828.0,2260.0,2276.0,446.0,7906.0
1984,"Hoke County, North Carolina",52571.0,26341.0,19059.0,5617.0,1145.0,215.0,3487.0
1985,"Henderson County, North Carolina",112156.0,103699.0,4768.0,1045.0,1577.0,131.0,3068.0
1986,"Hyde County, North Carolina",5507.0,3809.0,1743.0,7.0,1.0,0.0,1.0
1987,"Iredell County, North Carolina",169798.0,140704.0,21930.0,1444.0,4807.0,131.0,3596.0
1988,"Mecklenburg County, North Carolina",1034290.0,594462.0,340347.0,11566.0,65054.0,1613.0,54181.0
1989,"Northampton County, North Carolina",20426.0,8396.0,11935.0,242.0,71.0,3.0,124.0
1990,"Pitt County, North Carolina",176484.0,105390.0,63541.0,1276.0,4189.0,146.0,6166.0
1991,"Rowan County, North Carolina",138940.0,110024.0,23788.0,1467.0,1860.0,80.0,4470.0
1992,"Vance County, North Carolina",44420.0,20248.0,22801.0,858.0,291.0,16.0,977.0
1993,"Cherokee County, North Carolina",27463.0,26266.0,511.0,800.0,247.0,0.0,236.0
1994,"Currituck County, North Carolina",25247.0,23400.0,1714.0,314.0,290.0,23.0,219.0
1995,"Union County, North Carolina",222095.0,185111.0,28077.0,1888.0,6868.0,179.0,5138.0
1996,"Wilkes County, North Carolina",68525.0,63497.0,3439.0,450.0,417.0,101.0,1830.0
1997,"Forsyth County, North Carolina",368362.0,250746.0,99988.0,3338.0,9772.0,804.0,11926.0
1998,"Nash County, North Carolina",94125.0,51246.0,38490.0,1229.0,1113.0,99.0,4014.0
1999,"Alexander County, North Carolina",37159.0,33113.0,2393.0,227.0,437.0,121.0,1321.0
2000,"Bladen County, North Carolina",34130.0,19535.0,12206.0,1111.0,22.0,0.0,1779.0
2001,"Dare County, North Carolina",35412.0,33215.0,1321.0,450.0,371.0,16.0,1062.0
2002,"Carteret County, North Carolina",68699.0,62984.0,4710.0,855.0,1159.0,133.0,794.0
2003,"Warren County, North Carolina",20190.0,8325.0,10531.0,1341.0,166.0,63.0,357.0
2004,"Wilson County, North Carolina",81379.0,42673.0,33117.0,697.0,996.0,21.0,5425.0
2005,"Bertie County, North Carolina",19913.0,7160.0,12443.0,205.0,139.0,1.0,155.0
2006,"Gates County, North Carolina",11601.0,7553.0,4053.0,140.0,129.0,16.0,51.0
2007,"Graham County, North Carolina",8607.0,7643.0,39.0,949.0,0.0,2.0,32.0
2008,"Martin County, North Carolina",23227.0,12799.0,9949.0,161.0,285.0,49.0,264.0
2009,"Madison County, North Carolina",21347.0,20646.0,415.0,241.0,133.0,0.0,83.0
2010,"Pamlico County, North Carolina",12803.0,9984.0,2565.0,123.0,102.0,103.0,263.0
2011,"Perquimans County, North Carolina",13506.0,10085.0,3317.0,92.0,82.0,32.0,73.0
2012,"Polk County, North Carolina",20434.0,18947.0,1087.0,178.0,117.0,9.0,298.0
2013,"Randolph County, North Carolina",142827.0,123583.0,10279.0,1787.0,1892.0,73.0,8199.0
2014,"Rockingham County, North Carolina",91566.0,71014.0,18242.0,951.0,730.0,101.0,2425.0
2015,"Stokes County, North Carolina",46124.0,43654.0,2218.0,459.0,204.0,20.0,415.0
2016,"Washington County, North Carolina",12331.0,6208.0,6147.0,39.0,20.0,0.0,351.0
2017,"Camden County, North Carolina",10336.0,8592.0,1488.0,43.0,274.0,0.0,36.0
2018,"Clay County, North Carolina",10753.0,10555.0,179.0,12.0,0.0,0.0,10.0
2019,"Cumberland County, North Carolina",332766.0,185244.0,133215.0,10578.0,13119.0,2114.0,9917.0
2020,"Gaston County, North Carolina",214049.0,169211.0,36910.0,2156.0,4000.0,250.0,7159.0
2021,"Guilford County, North Carolina",517197.0,299522.0,181729.0,6566.0,27239.0,1003.0,15225.0
2022,"Jackson County, North Carolina",41725.0,35874.0,1519.0,4320.0,490.0,31.0,714.0
2023,"Moore County, North Carolina",94191.0,79172.0,12705.0,1710.0,1560.0,28.0,906.0
2024,"Pasquotank County, North Carolina",39546.0,24145.0,15006.0,137.0,815.0,231.0,285.0
2025,"Robeson County, North Carolina",134187.0,41121.0,33417.0,54666.0,1139.0,96.0,7046.0
2026,"Stanly County, North Carolina",60875.0,52110.0,7363.0,443.0,1318.0,10.0,590.0
2027,"Swain County, North Carolina",14208.0,9703.0,173.0,4692.0,79.0,8.0,233.0
2028,"Wake County, North Carolina",1023811.0,704150.0,223403.0,10484.0,75591.0,1310.0,39467.0
2029,"Yancey County, North Carolina",17605.0,17057.0,209.0,146.0,64.0,45.0,259.0
2030,"Anson County, North Carolina",25531.0,12477.0,12646.0,229.0,303.0,20.0,176.0
2031,"Chatham County, North Carolina",68364.0,56520.0,9198.0,785.0,1395.0,111.0,2448.0
2032,"McDowell County, North Carolina",45069.0,41571.0,1902.0,374.0,435.0,13.0,1242.0
2033,"Franklin County, North Carolina",63866.0,44523.0,17216.0,1455.0,643.0,112.0,1929.0
2034,"Johnston County, North Carolina",186308.0,148701.0,31311.0,2242.0,1966.0,158.0,6855.0
2035,"Jones County, North Carolina",9776.0,6687.0,3162.0,132.0,53.0,0.0,50.0
2036,"Macon County, North Carolina",34160.0,32119.0,622.0,429.0,313.0,0.0,1118.0
2037,"Person County, North Carolina",39240.0,27349.0,11170.0,467.0,124.0,18.0,925.0
2038,"Brunswick County, North Carolina",122586.0,104760.0,14180.0,1800.0,1198.0,147.0,3284.0
2039,"Transylvania County, North Carolina",33291.0,30652.0,1624.0,346.0,291.0,33.0,928.0
2040,"Ashe County, North Carolina",26833.0,25794.0,304.0,205.0,173.0,61.0,700.0
2041,"Beaufort County, North Carolina",47316.0,34273.0,12972.0,157.0,117.0,57.0,463.0
2042,"Columbus County, North Carolina",56589.0,35213.0,17828.0,2375.0,340.0,11.0,1416.0
2043,"Lenoir County, North Carolina",57934.0,32920.0,24369.0,1183.0,588.0,89.0,835.0
2044,"Lincoln County, North Carolina",80504.0,73206.0,5357.0,594.0,682.0,81.0,2643.0
2045,"Montgomery County, North Carolina",27445.0,21429.0,5390.0,171.0,526.0,6.0,357.0
2046,"Onslow County, North Carolina",192685.0,153711.0,34179.0,3672.0,6735.0,1157.0,5954.0
2047,"Orange County, North Carolina",141812.0,109409.0,18287.0,1429.0,12649.0,210.0,4228.0
2048,"Richmond County, North Carolina",45447.0,29305.0,14666.0,1685.0,541.0,0.0,418.0
2049,"Rutherford County, North Carolina",66523.0,58175.0,7298.0,559.0,483.0,109.0,1016.0
2050,"Sampson County, North Carolina",63664.0,41951.0,17368.0,2109.0,391.0,68.0,3955.0
2051,"Surry County, North Carolina",72315.0,67326.0,3257.0,736.0,563.0,46.0,1824.0
2052,"Yadkin County, North Carolina",37825.0,34973.0,1531.0,252.0,46.0,34.0,1621.0
2053,"Avery County, North Carolina",17535.0,16419.0,789.0,132.0,152.0,30.0,159.0
2054,"Buncombe County, North Carolina",252268.0,229725.0,18582.0,2719.0,4192.0,555.0,2731.0
2055,"Burke County, North Carolina",88898.0,76574.0,6328.0,666.0,3586.0,120.0,3173.0
2056,"Cabarrus County, North Carolina",196716.0,146343.0,36126.0,1570.0,7037.0,231.0,9915.0
2057,"Caswell County, North Carolina",22833.0,14574.0,7711.0,186.0,130.0,39.0,491.0
2058,"Davie County, North Carolina",41766.0,37829.0,2936.0,298.0,378.0,15.0,996.0
2059,"Davidson County, North Carolina",164118.0,143218.0,16467.0,1676.0,3015.0,59.0,2563.0
